33B,썬더판다,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""level"": 1, ""name"": ""스파크 샷"", ""coolTime"": 2, ""power"": 30}, {""level"": 7, ""name"": ""전기 파장"", ""coolTime"": 4, ""power"": 40}, {""level"": 15, ""name"": ""라인 썬더"", ""coolTime"": 16, ""power"": 75}, {""level"": 22, ""name"": ""폭발 펀치"", ""coolTime"": 14, ""power"": 85}, {""level"": 30, ""name"": ""트라이 썬더"", ""coolTime"": 22, ""power"": 90}, {""level"": 40, ""name"": ""번개 일격"", ""coolTime"": 40, ""power"": 120}, {""level"": 50, ""name"": ""전기 볼트"", ""coolTime"": 55, ""power"": 150}]",,,,,,"{""Generating Electricity"": 2, ""Handiwork"": 2, ""Lumbering"": 2, ""Transporting"": 3}",,,,,,Mossanda_Lux,,,,,,5.0,,,,,L,Mossanda_Lux,,,,,,50.0,,,,,,,,,,,,,,,,,,,
23B,드리문,적의 목을 물어 혈액을 모조리 빨아들인다. 드리문 끼리 물고 물렸을 경우에는 양쪽 모두 빨아들이는 것에만 집착하기 때문에 어느 한 쪽이 말라버릴 때까지 멈추지 않는다.,무+물,꿈튀김,보유하고 있는 동안 장착 중인 글라이더의 성능이 변화한다. 활공 중 느린 속도로 장시간 이동이 가능해진다.,기술23,23,1.0,XS,2,70,225,,60,70,100,100,1,50,1250,1440,평범한 알,NegativeOctopus_Neutral,60,120,400,550,260,3100 – 3782,392 – 480,391 – 493,"[{""level"": 1, ""name"": ""\uacf5\uae30 \ub300\ud3ec"", ""element"": ""\ubb34"", ""cooltime"": 2, ""power"": 25}, {""level"": 7, ""name"": ""\ud30c\uc6cc \uc0f7"", ""element"": ""\ubb34"", ""cooltime"": 4, ""power"": 35}, {""level"": 15, ""name"": ""\ubc84\ube14 \uc0f7"", ""element"": ""\ubb3c"", ""cooltime"": 13, ""power"": 65}, {""level"": 22, ""name"": ""\ud30c\uc6cc \ud3ed\ud0c4"", ""element"": ""\ubb34"", ""cooltime"": 15, ""power"": 70}, {""level"": 30, ""name"": ""\uc0b0\uc131\ube44"", ""element"": ""\ubb3c"", ""cooltime"": 18, ""power"": 80}, {""level"": 40, ""name"": ""\uace0\uc555\uc218 \ubc1c\uc0ac"", ""element"": ""\ubb3c"", ""cooltime"": 35, ""power"": 110}, {""level"": 50, ""name"": ""\ud558\uc774\ub4dc\ub85c \uc2a4\ud2b8\ub9bc"", ""element"": ""\ubb3c"", ""cooltime"": 55, ""power"": 150}]",7,,,팰의 체액 x1–2 (100%) | 고스문의 촉수 x1 (50%),2,"관개:1,채집:1,운반:2",3,진짜 어떤 감정도 없는 드리문 (Tribe Boss) | 드리문 (Tribe Normal),2,Lv. 42–44 ??? | Lv. 16–27 커다란 낚시터 Medium 9.34%,2,Killamari_Primo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23B,칠테트,꼬리의 결정은 아름답지만 죽기 무섭게 망가져 버린다. 많이 키우면 재물을 불러온다고 해 다들 칠테트를 애지중지 키웠다.,얼음,금화 수집,가축 목장에 배치하면 지면에서 금화를 파내기도 한다.,,0,1.0,XS,2,70,100,,65,70,100,100,1,50,1440,1010,얼어붙은 알,Bastet_Ice,52,105,475,550,317,3100 – 3782,416 – 511,391 – 493,"[{""level"": 1, ""name"": ""\uc5bc\uc74c \ubbf8\uc0ac\uc77c"", ""element"": ""\uc5bc\uc74c"", ""cooltime"": 3, ""power"": 30}, {""level"": 7, ""name"": ""\uacf5\uae30 \ub300\ud3ec"", ""element"": ""\ubb34"", ""cooltime"": 2, ""power"": 25}, {""level"": 15, ""name"": ""\ubaa8\ub798 \ub3cc\ud48d"", ""element"": ""\ub545"", ""cooltime"": 4, ""power"": 40}, {""level"": 22, ""name"": ""\uc5bc\uc74c \uce7c\ub0a0"", ""element"": ""\uc5bc\uc74c"", ""cooltime"": 10, ""power"": 55}, {""level"": 30, ""name"": ""\ube59\uc0b0"", ""element"": ""\uc5bc\uc74c"", ""cooltime"": 15, ""power"": 70}, {""level"": 40, ""name"": ""\uc11c\ub9ac \ub080 \uc785\uae40"", ""element"": ""\uc5bc\uc74c"", ""cooltime"": 22, ""power"": 90}, {""level"": 50, ""name"": ""\ub208\ubcf4\ub77c \uc2a4\ud30c\uc774\ud06c"", ""element"": ""\uc5bc\uc74c"", ""cooltime"": 45, ""power"": 130}]",7,,,빙결 기관 x1–2 (100%) | 사파이어 x1 (1%),2,"냉각:1,목장:1",2,청명한 광채의 칠테트 (Tribe Boss) | 칠테트 (Tribe Normal),2,Lv. 30–34 snow_5_1_snow_1 | Lv. 39–41 영봉의 동굴,2,Mau_Cryst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23B,일레카이트,무늬가 화려할수록 파트너의 이목을 끌 수 있다고 한다. 역사적으로 일레카이트에게 감전된 사례는 끊이지 않으며 현재에 이르러 섬 내에서 노랑과 검은 줄무늬는 위험한 색으로 인식되고 있다.,물+번개,짜릿바람 글라이더,보유하고 있는 동안 장착 중인 글라이더의 성능이 변화한다. 활공 중 빠른 속도로 장시간 이동이 가능해진다.,기술26,26,1.0,M,4,80,225,,75,80,100,100,1.1,50,830,3430,축축한 알,FlyingManta_Thunder,30,150,550,700,350,3425 – 4205,465 – 575,440 – 557,"[{""level"": 1, ""name"": ""\ubc88\uac1c \ucc3d"", ""element"": ""\ubc88\uac1c"", ""cooltime"": 2, ""power"": 30}, {""level"": 7, ""name"": ""\uc804\uae30 \ud30c\uc7a5"", ""element"": ""\ubc88\uac1c"", ""cooltime"": 4, ""power"": 40}, {""level"": 15, ""name"": ""\ubc84\ube14 \uc0f7"", ""element"": ""\ubb3c"", ""cooltime"": 13, ""power"": 65}, {""level"": 22, ""name"": ""\ub77c\uc778 \uc36c\ub354"", ""element"": ""\ubc88\uac1c"", ""cooltime"": 16, ""power"": 75}, {""level"": 30, ""name"": ""\ub77c\uc778 \uc2a4\ud50c\ub798\uc2dc"", ""element"": ""\ubb3c"", ""cooltime"": 22, ""power"": 90}, {""level"": 40, ""name"": ""\uace0\uc555\uc218 \ubc1c\uc0ac"", ""element"": ""\ubb3c"", ""cooltime"": 35, ""power"": 110}, {""level"": 50, ""name"": ""\uc804\uae30 \ubcfc\ud2b8"", ""element"": ""\ubc88\uac1c"", ""cooltime"": 55, ""power"": 150}]",7,,,팰의 체액 x1–2 (100%),1,"관개:1,발전:1,운반:1",3,하늘을 울리는 물고기 일레카이트 (Tribe Boss) | 일레카이트 (Tribe Normal),2,Lv. 16–27 커다란 낚시터 Medium 12.45%,1,Celaray_Lux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23B,베노고트,정신 상태에 따라 등의 덤불에 맺히는 열매의 맛이 변화한다. 악랄한 환경 속에서 자랄수록 맛이 달게 변하기에 사육당하는 대부분의 베노고트는 사랑을 배우지 못했다.,어둠,독샘 채집,가축 목장에 배치하면 등에서 독샘을 떨어뜨리기도 한다.,,0,1.0,S,3,100,300,,75,90,100,120,1,50,855,3080,암흑의 알,BerryGoat_Dark,70,70,400,550,235,4075 – 5050,465 – 575,488 – 620,"[{""level"": 1, ""name"": ""\ub3c5 \uc548\uac1c"", ""element"": ""\uc5b4\ub460"", ""cooltime"": 30, ""power"": 0}, {""level"": 7, ""name"": ""\ubc14\ub78c\uc758 \uce7c\ub0a0"", ""element"": ""\ud480"", ""cooltime"": 2, ""power"": 30}, {""level"": 15, ""name"": ""\ub3c5 \uc0ac\uaca9"", ""element"": ""\uc5b4\ub460"", ""cooltime"": 2, ""power"": 30}, {""level"": 22, ""name"": ""\uba40\ud2f0 \ucee4\ud130"", ""element"": ""\ud480"", ""cooltime"": 12, ""power"": 60}, {""level"": 30, ""name"": ""\ud3ec\uc774\uc98c \uc0e4\uc6cc"", ""element"": ""\uc5b4\ub460"", ""cooltime"": 22, ""power"": 90}, {""level"": 40, ""name"": ""\uc6d0\ud615 \ub369\uad74"", ""element"": ""\ud480"", ""cooltime"": 40, ""power"": 120}, {""level"": 50, ""name"": ""\uc5b4\ub460\uc758 \ub808\uc774\uc800"", ""element"": ""\uc5b4\ub460"", ""cooltime"": 55, ""power"": 150}]",7,,,베리고트 향초 고기 x2 (100%) | 빨간 열매 x2–4 (100%) | 뿔 x1–2 (100%) | 독샘 x1 (100%),4,"파종:2,목장:1",2,어두컴컴한 농장 베노고트 (Tribe Boss) | 베노고트 (Tribe Normal),2,Lv. 50–54 yamijima_7_6_RedArea_North | Lv. 56–58 천락의 동굴,2,Caprity_Noct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23B,산령사슴,"뿔이 제일 단단한 개체가 우두머리가 된다. 그리고 뿔을 잃으면 그 자격도 잃게 된다. 모두의 배웅을 받으며 무리를 떠나, 조용히 흙으로 돌아간다.",땅,금빛 숲의 수호자,등에 타고 이동할 수 있다. 탑승 중 2단 점프가 가능해지며 나무 파괴 효율이 향상된다.,기술25,25,1.0,L,6,95,350,,80,80,100,100,1,50,900,2680,거친 느낌의 대형 알,Deer_Ground,80,120,700,900,390,3912 – 4838,490 – 607,440 – 557,"[{""level"": 1, ""name"": ""\ud30c\uc6cc \uc0f7"", ""element"": ""\ubb34"", ""cooltime"": 4, ""power"": 35}, {""level"": 7, ""name"": ""\ub4e4\uc774\ubc1b\uae30"", ""element"": ""\ubb34"", ""cooltime"": 5, ""power"": 50}, {""level"": 15, ""name"": ""\ubc14\uc704 \ud3ed\ubc1c"", ""element"": ""\ub545"", ""cooltime"": 10, ""power"": 55}, {""level"": 22, ""name"": ""\ubc14\uc704 \ub300\ud3ec"", ""element"": ""\ub545"", ""cooltime"": 15, ""power"": 70}, {""level"": 30, ""name"": ""\ud30c\uc6cc \ud3ed\ud0c4"", ""element"": ""\ubb34"", ""cooltime"": 15, ""power"": 70}, {""level"": 40, ""name"": ""\ubaa8\ub798 \ud3ed\ud48d"", ""element"": ""\ub545"", ""cooltime"": 18, ""power"": 80}, {""level"": 50, ""name"": ""\ubc14\uc704 \ucc3d"", ""element"": ""\ub545"", ""cooltime"": 55, ""power"": 150}]",7,,,신령사슴의 사슴고기 x2 (100%) | 가죽 x2–3 (100%) | 뿔 x2 (100%),3,벌목:2,1,황금 뿔 산령사슴 (Tribe Boss) | 산령사슴 (Tribe Normal),2,Lv. 18–22 제1 사냥 금지 구역,1,Eikthyrdeer_Terra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23B,그래토,항상 방긋방긋 웃는 얼굴로 지낸다. 가끔 까부냥의 장난으로 촉수가 묶이기도 한다. 그리고 그럴 때에는 웃는 얼굴로 폭력을 행사한다고 한다.,풀,풀뜨기 장인,보유하고 있는 동안 풀 속성 팰의 공격력이 증가한다. 그래토가 무기 제작대나 무기 공장 등에서 일할 때 작업 효율이 향상된다.,,0,1.0,XS,1,80,150,,65,70,100,100,1,50,1205,1620,신록의 알,PinkRabbit_Grass,50,100,245,350,172,3425 – 4205,416 – 511,391 – 493,"[{""level"": 1, ""name"": ""\ubc14\ub78c\uc758 \uce7c\ub0a0"", ""element"": ""\ud480"", ""cooltime"": 2, ""power"": 30}, {""level"": 7, ""name"": ""\ubaa8\ub798 \ub3cc\ud48d"", ""element"": ""\ub545"", ""cooltime"": 4, ""power"": 40}, {""level"": 15, ""name"": ""\uc528\uc557 \uae30\uad00\ucd1d"", ""element"": ""\ud480"", ""cooltime"": 9, ""power"": 50}, {""level"": 22, ""name"": ""\uc528\uc557 \uc9c0\ub8b0"", ""element"": ""\ud480"", ""cooltime"": 13, ""power"": 65}, {""level"": 30, ""name"": ""\uc708\ub4dc \uc5d0\uc9c0"", ""element"": ""\ud480"", ""cooltime"": 22, ""power"": 90}, {""level"": 40, ""name"": ""\uc6d0\ud615 \ub369\uad74"", ""element"": ""\ud480"", ""cooltime"": 40, ""power"": 120}, {""level"": 50, ""name"": ""\ud0dc\uc591 \ud3ed\ubc1c"", ""element"": ""\ud480"", ""cooltime"": 55, ""power"": 150}]",7,,,가죽 x1 (100%) | 예쁜 꽃 x1 (5%) | 핑토의 리본 x1 (50%) | 감자 종자 x1 (50%),4,"파종:1,수작업:1,채집:1,운반:1",4,번쩍이는 미소 그래토 (Tribe Boss) | 그래토 (Tribe Normal),2,Lv. 50–53 yamijima_7_1_YellowArea | Lv. 56–58 천락의 동굴,2,Ribbuny_Botan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23B,아비스고트,어린 팰만 노려 자기 구역에 데리고 간다. 아이를 빼앗긴 부모 팰이 얼마나 절망에 빠졌을지 상상도 안 된다.,어둠,암흑 발톱의 사냥꾼,발동하면 목표로 삼은 적을 향해 높은 위력의 지옥불 할퀴기로 공격한다.,,0,1.0,M,5,95,300,,105,85,100,100,1,50,580,4870,암흑의 대형 알,Baphomet_Dark,80,160,700,960,320,3912 – 4838,611 – 765,464 – 588,"[{""level"": 1, ""name"": ""\ud30c\uc774\uc5b4 \uc0f7"", ""element"": ""\ud654\uc5fc"", ""cooltime"": 2, ""power"": 30}, {""level"": 7, ""name"": ""\uc2a4\ud53c\ub9bf \ud30c\uc774\uc5b4"", ""element"": ""\ud654\uc5fc"", ""cooltime"": 7, ""power"": 45}, {""level"": 15, ""name"": ""\ubd88\ud654\uc0b4"", ""element"": ""\ud654\uc5fc"", ""cooltime"": 10, ""power"": 55}, {""level"": 22, ""name"": ""\uc9c0\uc625\ubd88 \ud560\ud034\uae30"", ""element"": ""\ud654\uc5fc"", ""cooltime"": 10, ""power"": 70}, {""level"": 30, ""name"": ""\uadf8\ub9bc\uc790 \ud3ed\ubc1c"", ""element"": ""\uc5b4\ub460"", ""cooltime"": 10, ""power"": 55}, {""level"": 40, ""name"": ""\ud654\uc5fc\uad6c"", ""element"": ""\ud654\uc5fc"", ""cooltime"": 55, ""power"": 150}, {""level"": 50, ""name"": ""\uc778\ud398\ub974\ub178"", ""element"": ""\ud654\uc5fc"", ""cooltime"": 40, ""power"": 120}]",7,,,뿔 x1 (100%) | 가죽 x1 (100%),2,"수작업:2,채굴:1,운반:2",3,야음의 하이에나 아비스고트 (Tribe Boss) | 아비스고트 (Tribe Normal),2,Lv. 40–45 제2 사냥 금지 구역 | Lv. 29–29 습격 14-17,2,Incineram_Noct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24B,드리문,적의 목을 물어 혈액을 모조리 빨아들인다. 드리문 끼리 물고 물렸을 경우에는 양쪽 모두 빨아들이는 것에만 집착하기 때문에 어느 한 쪽이 말라버릴 때까지 멈추지 않는다.,무+물,꿈튀김,보유하고 있는 동안 장착 중인 글라이더의 성능이 변화한다. 활공 중 느린 속도로 장시간 이동이 가능해진다.,기술23,23,1.0,XS,2,70,225,,60,70,100,100,1,50,1250,1440,평범한 알,NegativeOctopus_Neutral,60,120,400,550,260,3100 – 3782,392 – 480,391 – 493,"[{""level"": 1, ""name"": ""\uacf5\uae30 \ub300\ud3ec"", ""element"": ""\ubb34"", ""cooltime"": 2, ""power"": 25}, {""level"": 7, ""name"": ""\ud30c\uc6cc \uc0f7"", ""element"": ""\ubb34"", ""cooltime"": 4, ""power"": 35}, {""level"": 15, ""name"": ""\ubc84\ube14 \uc0f7"", ""element"": ""\ubb3c"", ""cooltime"": 13, ""power"": 65}, {""level"": 22, ""name"": ""\ud30c\uc6cc \ud3ed\ud0c4"", ""element"": ""\ubb34"", ""cooltime"": 15, ""power"": 70}, {""level"": 30, ""name"": ""\uc0b0\uc131\ube44"", ""element"": ""\ubb3c"", ""cooltime"": 18, ""power"": 80}, {""level"": 40, ""name"": ""\uace0\uc555\uc218 \ubc1c\uc0ac"", ""element"": ""\ubb3c"", ""cooltime"": 35, ""power"": 110}, {""level"": 50, ""name"": ""\ud558\uc774\ub4dc\ub85c \uc2a4\ud2b8\ub9bc"", ""element"": ""\ubb3c"", ""cooltime"": 55, ""power"": 150}]",7,,,팰의 체액 x1–2 (100%) | 고스문의 촉수 x1 (50%),2,"관개:1,채집:1,운반:2",3,진짜 어떤 감정도 없는 드리문 (Tribe Boss) | 드리문 (Tribe Normal),2,Lv. 42–44 ??? | Lv. 16–27 커다란 낚시터 Medium 9.34%,2,Killamari_Primo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24B,칠테트,꼬리의 결정은 아름답지만 죽기 무섭게 망가져 버린다. 많이 키우면 재물을 불러온다고 해 다들 칠테트를 애지중지 키웠다.,얼음,금화 수집,가축 목장에 배치하면 지면에서 금화를 파내기도 한다.,,0,1.0,XS,2,70,100,,65,70,100,100,1,50,1440,1010,얼어붙은 알,Bastet_Ice,52,105,475,550,317,3100 – 3782,416 – 511,391 – 493,"[{""level"": 1, ""name"": ""\uc5bc\uc74c \ubbf8\uc0ac\uc77c"", ""element"": ""\uc5bc\uc74c"", ""cooltime"": 3, ""power"": 30}, {""level"": 7, ""name"": ""\uacf5\uae30 \ub300\ud3ec"", ""element"": ""\ubb34"", ""cooltime"": 2, ""power"": 25}, {""level"": 15, ""name"": ""\ubaa8\ub798 \ub3cc\ud48d"", ""element"": ""\ub545"", ""cooltime"": 4, ""power"": 40}, {""level"": 22, ""name"": ""\uc5bc\uc74c \uce7c\ub0a0"", ""element"": ""\uc5bc\uc74c"", ""cooltime"": 10, ""power"": 55}, {""level"": 30, ""name"": ""\ube59\uc0b0"", ""element"": ""\uc5bc\uc74c"", ""cooltime"": 15, ""power"": 70}, {""level"": 40, ""name"": ""\uc11c\ub9ac \ub080 \uc785\uae40"", ""element"": ""\uc5bc\uc74c"", ""cooltime"": 22, ""power"": 90}, {""level"": 50, ""name"": ""\ub208\ubcf4\ub77c \uc2a4\ud30c\uc774\ud06c"", ""element"": ""\uc5bc\uc74c"", ""cooltime"": 45, ""power"": 130}]",7,,,빙결 기관 x1–2 (100%) | 사파이어 x1 (1%),2,"냉각:1,목장:1",2,청명한 광채의 칠테트 (Tribe Boss) | 칠테트 (Tribe Normal),2,Lv. 30–34 snow_5_1_snow_1 | Lv. 39–41 영봉의 동굴,2,Mau_Cryst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24B,일레카이트,무늬가 화려할수록 파트너의 이목을 끌 수 있다고 한다. 역사적으로 일레카이트에게 감전된 사례는 끊이지 않으며 현재에 이르러 섬 내에서 노랑과 검은 줄무늬는 위험한 색으로 인식되고 있다.,물+번개,짜릿바람 글라이더,보유하고 있는 동안 장착 중인 글라이더의 성능이 변화한다. 활공 중 빠른 속도로 장시간 이동이 가능해진다.,기술26,26,1.0,M,4,80,225,,75,80,100,100,1.1,50,830,3430,축축한 알,FlyingManta_Thunder,30,150,550,700,350,3425 – 4205,465 – 575,440 – 557,"[{""level"": 1, ""name"": ""\ubc88\uac1c \ucc3d"", ""element"": ""\ubc88\uac1c"", ""cooltime"": 2, ""power"": 30}, {""level"": 7, ""name"": ""\uc804\uae30 \ud30c\uc7a5"", ""element"": ""\ubc88\uac1c"", ""cooltime"": 4, ""power"": 40}, {""level"": 15, ""name"": ""\ubc84\ube14 \uc0f7"", ""element"": ""\ubb3c"", ""cooltime"": 13, ""power"": 65}, {""level"": 22, ""name"": ""\ub77c\uc778 \uc36c\ub354"", ""element"": ""\ubc88\uac1c"", ""cooltime"": 16, ""power"": 75}, {""level"": 30, ""name"": ""\ub77c\uc778 \uc2a4\ud50c\ub798\uc2dc"", ""element"": ""\ubb3c"", ""cooltime"": 22, ""power"": 90}, {""level"": 40, ""name"": ""\uace0\uc555\uc218 \ubc1c\uc0ac"", ""element"": ""\ubb3c"", ""cooltime"": 35, ""power"": 110}, {""level"": 50, ""name"": ""\uc804\uae30 \ubcfc\ud2b8"", ""element"": ""\ubc88\uac1c"", ""cooltime"": 55, ""power"": 150}]",7,,,팰의 체액 x1–2 (100%),1,"관개:1,발전:1,운반:1",3,하늘을 울리는 물고기 일레카이트 (Tribe Boss) | 일레카이트 (Tribe Normal),2,Lv. 16–27 커다란 낚시터 Medium 12.45%,1,Celaray_Lux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
